/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_45_763.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_45_763.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_45_763.jpg,0,0,0,1.051969E-05
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_45_831.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_45_831.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_45_831.jpg,0,0,0,1.277879E-05
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_45_898.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_45_898.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_45_898.jpg,0,0,0,1.14913E-06
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_45_981.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_45_981.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_45_981.jpg,0,0,0,1.320636E-05
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_048.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_048.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_048.jpg,0,0,0,1.463711E-05
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_116.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_116.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_116.jpg,0,0,0,6.486138E-06
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_183.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_183.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_183.jpg,0,0,0,1.369092E-06
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_261.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_261.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_261.jpg,0,0.1488901,0,0.09223269
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_324.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_324.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_324.jpg,0,0.3499982,0,0.2592135
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_384.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_384.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_384.jpg,0,0.5002921,0,0.5755678
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_459.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_459.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_459.jpg,0,0.7533599,0,1.206301
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_527.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_527.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_527.jpg,0,0.9572582,0,1.819125
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_588.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_588.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_588.jpg,-0.05,1,0,2.777763
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_657.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_657.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_657.jpg,-0.2,1,0,3.47444
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_724.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_724.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_724.jpg,0,1,0,4.169922
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_791.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_791.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_791.jpg,0,1,0,5.100238
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_859.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_859.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_859.jpg,0,1,0,5.794589
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_926.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_926.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_926.jpg,0,1,0,6.714174
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_46_994.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_46_994.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_46_994.jpg,-0.05,1,0,7.398712
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_47_078.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_47_078.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_47_078.jpg,-0.25,1,0,8.290892
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_47_145.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_47_145.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_47_145.jpg,-0.45,1,0,9.150889
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_47_213.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_47_213.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_47_213.jpg,0,1,0,9.783508
/Users/sazzadur/Desktop/Data/IMG/center_2019_12_27_11_45_47_297.jpg,/Users/sazzadur/Desktop/Data/IMG/left_2019_12_27_11_45_47_297.jpg,/Users/sazzadur/Desktop/Data/IMG/right_2019_12_27_11_45_47_297.jpg,0,1,0,10.66317
